f|2|4|1.0000
g|2|4|1
e|2|5|1.00000e+00
f|2|5|1.00000
g|2|5|1
e|2|6|1.000000e+00
f|2|6|1.000000
g|2|6|1
e|2|7|1.0000000e+00
f|2|7|1.0000000
g|2|7|1
e|2|8|1.00000000e+00
f|2|8|1.00000000
g|2|8|1
e|2|10|1.0000000000e+00
f|2|10|1.0000000000
g|2|10|1
e|2|12|1.000000000000e+00
f|2|12|1.000000000000
g|2|12|1
e|2|15|1.000000000000000e+00
f|2|15|1.000000000000000
g|2|15|1
e|2|17|1.00000000000000000e+00
f|2|17|1.00000000000000000
g|2|17|1
e|3|0|-2e+00
f|3|0|-2
g|3|0|-2
e|3|1|-1.5e+00
f|3|1|-1.5
g|3|1|-2
e|3|2|-1.50e+00
f|3|2|-1.50
g|3|2|-1.5
e|3|3|-1.500e+00
f|3|3|-1.500
g|3|3|-1.5
e|3|4|-1.5000e+00
f|3|4|-1.5000
g|3|4|-1.5
e|3|5|-1.50000e+00
f|3|5|-1.50000
g|3|5|-1.5
e|3|6|-1.500000e+00
f|3|6|-1.500000
g|3|6|-1.5
e|3|7|-1.5000000e+00
f|3|7|-1.5000000
g|3|7|-1.5
e|3|8|-1.50000000e+00
f|3|8|-1.50000000
g|3|8|-1.5
e|3|10|-1.5000000000e+00
f|3|10|-1.5000000000
g|3|10|-1.5
e|3|12|-1.500000000000e+00
f|3|12|-1.500000000000
g|3|12|-1.5
e|3|15|-1.500000000000000e+00
f|3|15|-1.500000000000000
g|3|15|-1.5
e|3|17|-1.50000000000000000e+00
f|3|17|-1.50000000000000000
g|3|17|-1.5
e|4|0|2e+00
f|4|0|2
g|4|0|2
e|4|1|2.5e+00
f|4|1|2.5
g|4|1|2
e|4|2|2.50e+00
f|4|2|2.50
g|4|2|2.5
e|4|3|2.500e+00
f|4|3|2.500
g|4|3|2.5
e|4|4|2.5000e+00
f|4|4|2.5000
g|4|4|2.5
e|4|5|2.50000e+00
f|4|5|2.50000
g|4|5|2.5
e|4|6|2.500000e+00
f|4|6|2.500000
g|4|6|2.5
e|4|7|2.5000000e+00
f|4|7|2.5000000
g|4|7|2.5
e|4|8|2.50000000e+00
f|4|8|2.50000000
g|4|8|2.5
e|4|10|2.5000000000e+00
f|4|10|2.5000000000
g|4|10|2.5
e|4|12|2.500000000000e+00
f|4|12|2.500000000000
g|4|12|2.5
e|4|15|2.500000000000000e+00
f|4|15|2.500000000000000
g|4|15|2.5
e|4|17|2.50000000000000000e+00
f|4|17|2.50000000000000000
g|4|17|2.5
e|5|0|5e-01
f|5|0|0
g|5|0|0.5
e|5|1|5.0e-01
f|5|1|0.5
g|5|1|0.5
e|5|2|5.00e-01
f|5|2|0.50
g|5|2|0.5
e|5|3|5.000e-01
f|5|3|0.500
g|5|3|0.5
e|5|4|5.0000e-01
f|5|4|0.5000
g|5|4|0.5
e|5|5|5.00000e-01
f|5|5|0.50000
g|5|5|0.5
e|5|6|5.000000e-01
f|5|6|0.500000
g|5|6|0.5
e|5|7|5.0000000e-01
f|5|7|0.5000000
g|5|7|0.5
e|5|8|5.00000000e-01
f|5|8|0.50000000
g|5|8|0.5
e|5|10|5.0000000000e-01
f|5|10|0.5000000000
g|5|10|0.5
e|5|12|5.000000000000e-01
f|5|12|0.500000000000
g|5|12|0.5
e|5|15|5.000000000000000e-01
f|5|15|0.500000000000000
g|5|15|0.5
e|5|17|5.00000000000000000e-01
f|5|17|0.50000000000000000
g|5|17|0.5
e|6|0|1e-01
f|6|0|0
g|6|0|0.1
e|6|1|1.0e-01
f|6|1|0.1
g|6|1|0.1
e|6|2|1.00e-01
f|6|2|0.10
g|6|2|0.1
e|6|3|1.000e-01
f|6|3|0.100
g|6|3|0.1
e|6|4|1.0000e-01
f|6|4|0.1000
g|6|4|0.1
e|6|5|1.00000e-01
f|6|5|0.10000
g|6|5|0.1
e|6|6|1.000000e-01
f|6|6|0.100000
g|6|6|0.1
e|6|7|1.0000000e-01
f|6|7|0.1000000
g|6|7|0.1
e|6|8|1.00000000e-01
f|6|8|0.10000000
g|6|8|0.1
e|6|10|1.0000000000e-01
f|6|10|0.1000000000
g|6|10|0.1
e|6|12|1.000000000000e-01
f|6|12|0.100000000000
g|6|12|0.1
e|6|15|1.000000000000000e-01
f|6|15|0.100000000000000
g|6|15|0.1
e|6|17|1.00000000000000006e-01
f|6|17|0.10000000000000001
g|6|17|0.10000000000000001
e|7|0|3e-01
f|7|0|0
g|7|0|0.3
e|7|1|3.3e-01
f|7|1|0.3
g|7|1|0.3
e|7|2|3.33e-01
f|7|2|0.33
g|7|2|0.33
e|7|3|3.333e-01
f|7|3|0.333
g|7|3|0.333
e|7|4|3.3333e-01
f|7|4|0.3333
g|7|4|0.3333
e|7|5|3.33333e-01
f|7|5|0.33333
g|7|5|0.33333
e|7|6|3.333333e-01
f|7|6|0.333333
g|7|6|0.333333
e|7|7|3.3333333e-01
f|7|7|0.3333333
g|7|7|0.3333333
e|7|8|3.33333333e-01
f|7|8|0.33333333
g|7|8|0.33333333
e|7|10|3.3333333333e-01
f|7|10|0.3333333333
g|7|10|0.3333333333
e|7|12|3.333333333333e-01
f|7|12|0.333333333333
g|7|12|0.333333333333
e|7|15|3.333333333333333e-01
f|7|15|0.333333333333333
g|7|15|0.333333333333333
e|7|17|3.33333333333333315e-01
f|7|17|0.33333333333333331
g|7|17|0.33333333333333331
e|8|0|1e-04
f|8|0|0
g|8|0|0.0001
e|8|1|1.0e-04
f|8|1|0.0
g|8|1|0.0001
e|8|2|1.00e-04
f|8|2|0.00
g|8|2|0.0001
e|8|3|1.000e-04
f|8|3|0.000
g|8|3|0.0001
e|8|4|1.0000e-04
f|8|4|0.0001
g|8|4|0.0001
e|8|5|1.00000e-04
f|8|5|0.00010
g|8|5|0.0001
e|8|6|1.000000e-04
f|8|6|0.000100
g|8|6|0.0001
e|8|7|1.0000000e-04
f|8|7|0.0001000
g|8|7|0.0001
e|8|8|1.00000000e-04
f|8|8|0.00010000
g|8|8|0.0001
e|8|10|9.9999999990e-05
f|8|10|0.0001000000
g|8|10|9.999999999e-05
e|8|12|9.999999999000e-05
f|8|12|0.000100000000
g|8|12|9.999999999e-05
e|8|15|9.999999999000000e-05
f|8|15|0.000099999999990
g|8|15|9.999999999e-05
e|8|17|9.99999999900000016e-05
f|8|17|0.00009999999999000
g|8|17|9.9999999990000002e-05
e|9|0|2e-300
f|9|0|0
g|9|0|2e-300
e|9|1|1.5e-300
f|9|1|0.0
g|9|1|2e-300
e|9|2|1.50e-300
f|9|2|0.00
g|9|2|1.5e-300
e|9|3|1.500e-300
f|9|3|0.000
g|9|3|1.5e-300
e|9|4|1.5000e-300
f|9|4|0.0000
g|9|4|1.5e-300
e|9|5|1.50000e-300
f|9|5|0.00000
g|9|5|1.5e-300
e|9|6|1.500000e-300
f|9|6|0.000000
g|9|6|1.5e-300
e|9|7|1.5000000e-300
f|9|7|0.0000000
g|9|7|1.5e-300
e|9|8|1.50000000e-300
f|9|8|0.00000000
g|9|8|1.5e-300
e|9|10|1.5000000000e-300
f|9|10|0.0000000000
g|9|10|1.5e-300
e|9|12|1.500000000000e-300
f|9|12|0.000000000000
g|9|12|1.5e-300
e|9|15|1.500000000000000e-300
f|9|15|0.000000000000000
g|9|15|1.5e-300
e|9|17|1.50000000000000012e-300
f|9|17|0.00000000000000000
g|9|17|1.5000000000000001e-300
e|10|0|1e+06
f|10|0|1234568
g|10|0|1e+06
e|10|1|1.2e+06
f|10|1|1234567.9
g|10|1|1e+06
e|10|2|1.23e+06
f|10|2|1234567.89
g|10|2|1.2e+06
e|10|3|1.235e+06
f|10|3|1234567.891
g|10|3|1.23e+06
e|10|4|1.2346e+06
f|10|4|1234567.8910
g|10|4|1.235e+06
e|10|5|1.23457e+06
f|10|5|1234567.89100
g|10|5|1.2346e+06
e|10|6|1.234568e+06
f|10|6|1234567.891000
g|10|6|1.23457e+06
e|10|7|1.2345679e+06
f|10|7|1234567.8910000
g|10|7|1234568
e|10|8|1.23456789e+06
f|10|8|1234567.89100000
g|10|8|1234567.9
e|10|10|1.2345678910e+06
f|10|10|1234567.8910000001
g|10|10|1234567.891
e|10|12|1.234567891000e+06
f|10|12|1234567.891000000061
g|10|12|1234567.891
e|10|15|1.234567891000000e+06
f|10|15|1234567.891000000061467
g|10|15|1234567.891
e|10|17|1.23456789100000006e+06
f|10|17|1234567.89100000006146729
g|10|17|1234567.8910000001
e|11|0|6e+23
f|11|0|602214075999999987023872
g|11|0|6e+23
e|11|1|6.0e+23
f|11|1|602214075999999987023872.0
g|11|1|6e+23
e|11|2|6.02e+23
f|11|2|602214075999999987023872.00
g|11|2|6e+23
e|11|3|6.022e+23
f|11|3|602214075999999987023872.000
g|11|3|6.02e+23
e|11|4|6.0221e+23
f|11|4|602214075999999987023872.0000
g|11|4|6.022e+23
e|11|5|6.02214e+23
f|11|5|602214075999999987023872.00000
g|11|5|6.0221e+23
e|11|6|6.022141e+23
f|11|6|602214075999999987023872.000000
g|11|6|6.02214e+23
e|11|7|6.0221408e+23
f|11|7|602214075999999987023872.0000000
g|11|7|6.022141e+23
e|11|8|6.02214076e+23
f|11|8|602214075999999987023872.00000000
g|11|8|6.0221408e+23
e|11|10|6.0221407600e+23
f|11|10|602214075999999987023872.0000000000
g|11|10|6.02214076e+23
e|11|12|6.022140760000e+23
f|11|12|602214075999999987023872.000000000000
g|11|12|6.02214076e+23
e|11|15|6.022140760000000e+23
f|11|15|602214075999999987023872.000000000000000
g|11|15|6.02214076e+23
e|11|17|6.02214075999999987e+23
f|11|17|602214075999999987023872.00000000000000000
g|11|17|6.0221407599999999e+23
e|12|0|1e+100
g|12|0|1e+100
e|12|1|1.0e+100
g|12|1|1e+100
e|12|2|1.00e+100
g|12|2|1e+100
e|12|3|1.000e+100
g|12|3|1e+100
e|12|4|1.0000e+100
g|12|4|1e+100
e|12|5|1.00000e+100
g|12|5|1e+100
e|12|6|1.000000e+100
g|12|6|1e+100
e|12|7|1.0000000e+100
g|12|7|1e+100
e|12|8|1.00000000e+100
g|12|8|1e+100
e|12|10|1.0000000000e+100
g|12|10|1e+100
e|12|12|1.000000000000e+100
g|12|12|1e+100
e|12|15|1.000000000000000e+100
g|12|15|1e+100
e|12|17|1.00000000000000002e+100
g|12|17|1e+100
e|13|0|4e-105
f|13|0|0
g|13|0|4e-105
e|13|1|3.9e-105
f|13|1|0.0
g|13|1|4e-105
e|13|2|3.90e-105
f|13|2|0.00
g|13|2|3.9e-105
e|13|3|3.900e-105
f|13|3|0.000
g|13|3|3.9e-105
e|13|4|3.9000e-105
f|13|4|0.0000
g|13|4|3.9e-105
e|13|5|3.90000e-105
f|13|5|0.00000
g|13|5|3.9e-105
e|13|6|3.900000e-105
f|13|6|0.000000
g|13|6|3.9e-105
e|13|7|3.9000000e-105
f|13|7|0.0000000
g|13|7|3.9e-105
e|13|8|3.90000000e-105
f|13|8|0.00000000
g|13|8|3.9e-105
e|13|10|3.9000000000e-105
f|13|10|0.0000000000
g|13|10|3.9e-105
e|13|12|3.900000000000e-105
f|13|12|0.000000000000
g|13|12|3.9e-105
e|13|15|3.900000000000000e-105
f|13|15|0.000000000000000
g|13|15|3.9e-105
e|13|17|3.90000000000000019e-105
f|13|17|0.00000000000000000
g|13|17|3.9000000000000002e-105
e|14|0|5e-324
f|14|0|0
g|14|0|5e-324
e|14|1|4.9e-324
f|14|1|0.0
g|14|1|5e-324
e|14|2|4.94e-324
f|14|2|0.00
g|14|2|4.9e-324
e|14|3|4.941e-324
f|14|3|0.000
g|14|3|4.94e-324
e|14|4|4.9407e-324
f|14|4|0.0000
g|14|4|4.941e-324
e|14|5|4.94066e-324
f|14|5|0.00000
g|14|5|4.9407e-324
e|14|6|4.940656e-324
f|14|6|0.000000
g|14|6|4.94066e-324
e|14|7|4.9406565e-324
f|14|7|0.0000000
g|14|7|4.940656e-324
e|14|8|4.94065646e-324
f|14|8|0.00000000
g|14|8|4.9406565e-324
e|14|10|4.9406564584e-324
f|14|10|0.0000000000
g|14|10|4.940656458e-324
e|14|12|4.940656458412e-324
f|14|12|0.000000000000
g|14|12|4.94065645841e-324
e|14|15|4.940656458412465e-324
f|14|15|0.000000000000000
g|14|15|4.94065645841247e-324
e|14|17|4.94065645841246544e-324
f|14|17|0.00000000000000000
g|14|17|4.9406564584124654e-324
e|15|0|2e-308
f|15|0|0
g|15|0|2e-308
e|15|1|2.2e-308
f|15|1|0.0
g|15|1|2e-308
e|15|2|2.23e-308
f|15|2|0.00
g|15|2|2.2e-308
e|15|3|2.225e-308
f|15|3|0.000
g|15|3|2.23e-308
e|15|4|2.2251e-308
f|15|4|0.0000
g|15|4|2.225e-308
e|15|5|2.22507e-308
f|15|5|0.00000
g|15|5|2.2251e-308
e|15|6|2.225074e-308
f|15|6|0.000000
g|15|6|2.22507e-308
e|15|7|2.2250739e-308
f|15|7|0.0000000
g|15|7|2.225074e-308
e|15|8|2.22507386e-308
f|15|8|0.00000000
g|15|8|2.2250739e-308
e|15|10|2.2250738585e-308
f|15|10|0.0000000000
g|15|10|2.225073859e-308
e|15|12|2.225073858507e-308
f|15|12|0.000000000000
g|15|12|2.22507385851e-308
e|15|15|2.225073858507201e-308
f|15|15|0.000000000000000
g|15|15|2.2250738585072e-308
e|15|17|2.22507385850720138e-308
f|15|17|0.00000000000000000
g|15|17|2.2250738585072014e-308
e|16|0|2e+308
g|16|0|2e+308
e|16|1|1.8e+308
g|16|1|2e+308
e|16|2|1.80e+308
g|16|2|1.8e+308
e|16|3|1.798e+308
g|16|3|1.8e+308
e|16|4|1.7977e+308
g|16|4|1.798e+308
e|16|5|1.79769e+308
g|16|5|1.7977e+308
e|16|6|1.797693e+308
g|16|6|1.79769e+308
e|16|7|1.7976931e+308
g|16|7|1.797693e+308
e|16|8|1.79769313e+308
g|16|8|1.7976931e+308
e|16|10|1.7976931349e+308
g|16|10|1.797693135e+308
e|16|12|1.797693134862e+308
g|16|12|1.79769313486e+308
e|16|15|1.797693134862316e+308
g|16|15|1.79769313486232e+308
e|16|17|1.79769313486231571e+308
g|16|17|1.7976931348623157e+308
e|17|0|1e+100
g|17|0|1e+100
e|17|1|1.0e+100
g|17|1|1e+100
e|17|2|1.00e+100
g|17|2|1e+100
e|17|3|1.000e+100
g|17|3|1e+100
e|17|4|1.0000e+100
g|17|4|1e+100
e|17|5|1.00000e+100
g|17|5|1e+100
e|17|6|9.999999e+99
g|17|6|1e+100
e|17|7|9.9999990e+99
g|17|7|9.999999e+99
e|17|8|9.99999900e+99
g|17|8|9.999999e+99
e|17|10|9.9999990000e+99
g|17|10|9.999999e+99
e|17|12|9.999999000000e+99
g|17|12|9.999999e+99
e|17|15|9.999999000000000e+99
g|17|15|9.999999e+99
e|17|17|9.99999900000000006e+99
g|17|17|9.9999990000000001e+99
e|18|0|1e+05
f|18|0|100000
g|18|0|1e+05
e|18|1|1.0e+05
f|18|1|100000.0
g|18|1|1e+05
e|18|2|1.00e+05
f|18|2|100000.00
g|18|2|1e+05
e|18|3|1.000e+05
f|18|3|100000.000
g|18|3|1e+05
e|18|4|1.0000e+05
f|18|4|100000.0000
g|18|4|1e+05
e|18|5|1.00000e+05
f|18|5|100000.00000
g|18|5|1e+05
e|18|6|1.000000e+05
f|18|6|100000.000000
g|18|6|100000
e|18|7|1.0000000e+05
f|18|7|100000.0000000
g|18|7|100000
e|18|8|1.00000000e+05
f|18|8|100000.00000000
g|18|8|100000
e|18|10|1.0000000000e+05
f|18|10|100000.0000000000
g|18|10|100000
e|18|12|1.000000000000e+05
f|18|12|100000.000000000000
g|18|12|100000
e|18|15|1.000000000000000e+05
f|18|15|100000.000000000000000
g|18|15|100000
e|18|17|1.00000000000000000e+05
f|18|17|100000.00000000000000000
g|18|17|100000
e|19|0|1e+06
f|19|0|1000000
g|19|0|1e+06
e|19|1|1.0e+06
f|19|1|1000000.0
g|19|1|1e+06
e|19|2|1.00e+06
f|19|2|1000000.00
g|19|2|1e+06
e|19|3|1.000e+06
f|19|3|1000000.000
g|19|3|1e+06
e|19|4|1.0000e+06
f|19|4|1000000.0000
g|19|4|1e+06
e|19|5|1.00000e+06
f|19|5|1000000.00000
g|19|5|1e+06
e|19|6|1.000000e+06
f|19|6|1000000.000000
g|19|6|1e+06
e|19|7|1.0000000e+06
f|19|7|1000000.0000000
g|19|7|1000000
e|19|8|1.00000000e+06
f|19|8|1000000.00000000
g|19|8|1000000
e|19|10|1.0000000000e+06
f|19|10|1000000.0000000000
g|19|10|1000000
e|19|12|1.000000000000e+06
f|19|12|1000000.000000000000
g|19|12|1000000
e|19|15|1.000000000000000e+06
f|19|15|1000000.000000000000000
g|19|15|1000000
e|19|17|1.00000000000000000e+06
f|19|17|1000000.00000000000000000
g|19|17|1000000
e|20|0|1e-04
f|20|0|0
g|20|0|0.0001
e|20|1|1.0e-04
f|20|1|0.0
g|20|1|0.0001
e|20|2|1.00e-04
f|20|2|0.00
g|20|2|0.0001
e|20|3|1.000e-04
f|20|3|0.000
g|20|3|0.0001
e|20|4|1.0000e-04
f|20|4|0.0001
g|20|4|0.0001
e|20|5|1.00000e-04
f|20|5|0.00010
g|20|5|0.0001
e|20|6|1.000000e-04
f|20|6|0.000100
g|20|6|0.0001
e|20|7|1.0000000e-04
f|20|7|0.0001000
g|20|7|0.0001
e|20|8|1.00000000e-04
f|20|8|0.00010000
g|20|8|0.0001
e|20|10|1.0000000000e-04
f|20|10|0.0001000000
g|20|10|0.0001
e|20|12|1.000000000000e-04
f|20|12|0.000100000000
g|20|12|0.0001
e|20|15|1.000000000000000e-04
f|20|15|0.000100000000000
g|20|15|0.0001
e|20|17|1.00000000000000005e-04
f|20|17|0.00010000000000000
g|20|17|0.0001
e|21|0|1e-05
f|21|0|0
g|21|0|1e-05
e|21|1|1.0e-05
f|21|1|0.0
g|21|1|1e-05
e|21|2|1.00e-05
f|21|2|0.00
g|21|2|1e-05
e|21|3|1.000e-05
f|21|3|0.000
g|21|3|1e-05
e|21|4|1.0000e-05
f|21|4|0.0000
g|21|4|1e-05
e|21|5|1.00000e-05
f|21|5|0.00001
g|21|5|1e-05
e|21|6|1.000000e-05
f|21|6|0.000010
g|21|6|1e-05
e|21|7|1.0000000e-05
f|21|7|0.0000100
g|21|7|1e-05
e|21|8|1.00000000e-05
f|21|8|0.00001000
g|21|8|1e-05
e|21|10|1.0000000000e-05
f|21|10|0.0000100000
g|21|10|1e-05
e|21|12|1.000000000000e-05
f|21|12|0.000010000000
g|21|12|1e-05
e|21|15|1.000000000000000e-05
f|21|15|0.000010000000000
g|21|15|1e-05
e|21|17|1.00000000000000008e-05
f|21|17|0.00001000000000000
g|21|17|1.0000000000000001e-05
e|22|0|1e+02
f|22|0|120
g|22|0|1e+02
e|22|1|1.2e+02
f|22|1|120.0
g|22|1|1e+02
e|22|2|1.20e+02
f|22|2|120.00
g|22|2|1.2e+02
e|22|3|1.200e+02
f|22|3|120.000
g|22|3|120
e|22|4|1.2000e+02
f|22|4|120.0000
g|22|4|120
e|22|5|1.20000e+02
f|22|5|120.00000
g|22|5|120
e|22|6|1.200000e+02
f|22|6|120.000000
g|22|6|120
e|22|7|1.2000000e+02
f|22|7|120.0000000
g|22|7|120
e|22|8|1.20000000e+02
f|22|8|120.00000000
g|22|8|120
e|22|10|1.2000000000e+02
f|22|10|120.0000000000
g|22|10|120
e|22|12|1.200000000000e+02
f|22|12|120.000000000000
g|22|12|120
e|22|15|1.200000000000000e+02
f|22|15|120.000000000000000
g|22|15|120
e|22|17|1.20000000000000000e+02
f|22|17|120.00000000000000000
g|22|17|120
e|23|0|1e-04
f|23|0|0
g|23|0|0.0001
e|23|1|1.2e-04
f|23|1|0.0
g|23|1|0.0001
e|23|2|1.23e-04
f|23|2|0.00
g|23|2|0.00012
e|23|3|1.235e-04
f|23|3|0.000
g|23|3|0.000123
e|23|4|1.2346e-04
f|23|4|0.0001
g|23|4|0.0001235
e|23|5|1.23456e-04
f|23|5|0.00012
g|23|5|0.00012346
e|23|6|1.234560e-04
f|23|6|0.000123
g|23|6|0.000123456
e|23|7|1.2345600e-04
f|23|7|0.0001235
g|23|7|0.000123456
e|23|8|1.23456000e-04
f|23|8|0.00012346
g|23|8|0.000123456
e|23|10|1.2345600000e-04
f|23|10|0.0001234560
g|23|10|0.000123456
e|23|12|1.234560000000e-04
f|23|12|0.000123456000
g|23|12|0.000123456
e|23|15|1.234560000000000e-04
f|23|15|0.000123456000000
g|23|15|0.000123456
e|23|17|1.23456000000000005e-04
f|23|17|0.00012345600000000
g|23|17|0.00012345600000000001
e|24|0|1e+06
f|24|0|1000000
g|24|0|1e+06
e|24|1|1.0e+06
f|24|1|999999.5
g|24|1|1e+06
e|24|2|1.00e+06
f|24|2|999999.50
g|24|2|1e+06
e|24|3|1.000e+06
f|24|3|999999.500
g|24|3|1e+06
e|24|4|1.0000e+06
f|24|4|999999.5000
g|24|4|1e+06
e|24|5|1.00000e+06
f|24|5|999999.50000
g|24|5|1e+06
e|24|6|9.999995e+05
f|24|6|999999.500000
g|24|6|1e+06
e|24|7|9.9999950e+05
f|24|7|999999.5000000
g|24|7|999999.5
e|24|8|9.99999500e+05
f|24|8|999999.50000000
g|24|8|999999.5
e|24|10|9.9999950000e+05
f|24|10|999999.5000000000
g|24|10|999999.5
e|24|12|9.999995000000e+05
f|24|12|999999.500000000000
g|24|12|999999.5
e|24|15|9.999995000000000e+05
f|24|15|999999.500000000000000
g|24|15|999999.5
e|24|17|9.99999500000000000e+05
f|24|17|999999.50000000000000000
g|24|17|999999.5
e|25|0|1e+03
f|25|0|1234
g|25|0|1e+03
e|25|1|1.2e+03
f|25|1|1234.5
g|25|1|1e+03
e|25|2|1.23e+03
f|25|2|1234.50
g|25|2|1.2e+03
e|25|3|1.234e+03
f|25|3|1234.500
g|25|3|1.23e+03
e|25|4|1.2345e+03
f|25|4|1234.5000
g|25|4|1234
e|25|5|1.23450e+03
f|25|5|1234.50000
g|25|5|1234.5
e|25|6|1.234500e+03
f|25|6|1234.500000
g|25|6|1234.5
e|25|7|1.2345000e+03
f|25|7|1234.5000000
g|25|7|1234.5
e|25|8|1.23450000e+03
f|25|8|1234.50000000
g|25|8|1234.5
e|25|10|1.2345000000e+03
f|25|10|1234.5000000000
g|25|10|1234.5
e|25|12|1.234500000000e+03
f|25|12|1234.500000000000
g|25|12|1234.5
e|25|15|1.234500000000000e+03
f|25|15|1234.500000000000000
g|25|15|1234.5
e|25|17|1.23450000000000000e+03
f|25|17|1234.50000000000000000
g|25|17|1234.5
e|26|0|1e+08
f|26|0|123456789
g|26|0|1e+08
e|26|1|1.2e+08
f|26|1|123456789.0
g|26|1|1e+08
e|26|2|1.23e+08
f|26|2|123456789.00
g|26|2|1.2e+08
e|26|3|1.235e+08
f|26|3|123456789.000
g|26|3|1.23e+08
e|26|4|1.2346e+08
f|26|4|123456789.0000
g|26|4|1.235e+08
e|26|5|1.23457e+08
f|26|5|123456789.00000
g|26|5|1.2346e+08
e|26|6|1.234568e+08
f|26|6|123456789.000000
g|26|6|1.23457e+08
e|26|7|1.2345679e+08
f|26|7|123456789.0000000
g|26|7|1.234568e+08
e|26|8|1.23456789e+08
f|26|8|123456789.00000000
g|26|8|1.2345679e+08
e|26|10|1.2345678900e+08
f|26|10|123456789.0000000000
g|26|10|123456789
e|26|12|1.234567890000e+08
f|26|12|123456789.000000000000
g|26|12|123456789
e|26|15|1.234567890000000e+08
f|26|15|123456789.000000000000000
g|26|15|123456789
e|26|17|1.23456789000000000e+08
f|26|17|123456789.00000000000000000
g|26|17|123456789
e|27|0|-1e+03
f|27|0|-988
g|27|0|-1e+03
e|27|1|-9.9e+02
f|27|1|-987.7
g|27|1|-1e+03
e|27|2|-9.88e+02
f|27|2|-987.65
g|27|2|-9.9e+02
e|27|3|-9.877e+02
f|27|3|-987.654
g|27|3|-988
e|27|4|-9.8765e+02
f|27|4|-987.6543
g|27|4|-987.7
e|27|5|-9.87654e+02
f|27|5|-987.65432
g|27|5|-987.65
e|27|6|-9.876543e+02
f|27|6|-987.654321
g|27|6|-987.654
e|27|7|-9.8765432e+02
f|27|7|-987.6543210
g|27|7|-987.6543
e|27|8|-9.87654321e+02
f|27|8|-987.65432100
g|27|8|-987.65432
e|27|10|-9.8765432100e+02
f|27|10|-987.6543210000
g|27|10|-987.654321
e|27|12|-9.876543210000e+02
f|27|12|-987.654321000000
g|27|12|-987.654321
e|27|15|-9.876543210000000e+02
f|27|15|-987.654320999999982
g|27|15|-987.654321
e|27|17|-9.87654320999999982e+02
f|27|17|-987.65432099999998172
g|27|17|-987.65432099999998
e|28|0|4e+01
f|28|0|42
g|28|0|4e+01
e|28|1|4.2e+01
f|28|1|42.0
g|28|1|4e+01
e|28|2|4.20e+01
f|28|2|42.00
g|28|2|42
e|28|3|4.200e+01
f|28|3|42.000
g|28|3|42
e|28|4|4.2000e+01
f|28|4|42.0000
g|28|4|42
e|28|5|4.20000e+01
f|28|5|42.00000
g|28|5|42
e|28|6|4.200000e+01
f|28|6|42.000000
g|28|6|42
e|28|7|4.2000000e+01
f|28|7|42.0000000
g|28|7|42
e|28|8|4.20000000e+01
f|28|8|42.00000000
g|28|8|42
e|28|10|4.2000000000e+01
f|28|10|42.0000000000
g|28|10|42
e|28|12|4.200000000000e+01
f|28|12|42.000000000000
g|28|12|42
e|28|15|4.200000000000000e+01
f|28|15|42.000000000000000
g|28|15|42
e|28|17|4.20000000000000000e+01
f|28|17|42.00000000000000000
g|28|17|42
e|29|0|2e-01
f|29|0|0
g|29|0|0.2
e|29|1|2.5e-01
f|29|1|0.2
g|29|1|0.2
e|29|2|2.50e-01
